"idnum","uniq_id","pais","year","wave","nationality","estratopri","strata","upm","prov1t","ur1new","q1tb","q2","wt","weight1500","core_a_core_b","municipio1t","a4","covid2at","idio2","idio2cov","fs2","fs2covidn","covid11n","it1","jc13","jc13covid","jc15a","jccov1","jccov2","vic1ext","aoj11","countfair1","countfair2","countfair3","countfair4","wvsi2","wvsi3","chm1bn","chm2bn","cses6n","b0t","b2","b3","b4","b6","b32","b13","b37","b47a","dst1bn","pr3dnr","pr3enr","drk1c","drk1n","drr1","drr1a","drr1b","m1","ing4","anestg","pn4","exc6","exc2","exc7new","genor4","aojg2n","aojg3n1","mil10a","mil10e","ccch1","ccch3","ccch4","ccch6","ccus1","ccus3","ccus4","ccus6","soc2an1e","soc2an2e","cp4","ciusa1","ciusaid1","ciusa2","renov1","immig1xa","immig1xd","edr","ocup4a","q10newt","q14","q11n","q12c","q12bn","covidedu1_1","covidedu1_2","covidedu1_3","covidedu1_4","covidedu1_5","covidedu2","etid","gi0n","r3","r4","r6","r7","r15","r18n","r18","r16","r27","psc1n","psc1c1","psc1c2_1","psc1c2_2","psc1c2_3","psc1c2_4","psc1c2_5","psc1c2_6","psc1c2_7","psc1c2_8","psc1c2_9","psc1c2_10","psc1c2_11","psc1c2_12","psc1c2_13","psc1c2_14","psc1c2_15","psc1c2_16","psc1c2_17","psc1c2_18","psc1c2_19","psc1c2_77","psc1c3","psc1t1_1","psc1t1_2","psc1t1_3","psc1t1_4","psc1t1_5","psc1t1_6","psc1t1_77","psc1c4","psc1t2_1","psc1t2_2","psc1t2_3","psc1t2_4","psc1t2_5","psc1t2_6","psc1t2_7","psc1t2_8","psc1t2_9","psc1t2_10","psc1t2_11","psc1t2_12","psc1t2_13","psc1t2_14","psc1t2_15","psc1t2_16","psc1t2_17","psc1t2_18","psc1t2_19","psc1t2_77","psc1t3","psc1t4","psc2n","psc2r1","psc2r2_1","psc2r2_2","psc2r2_3","psc2r2_4","psc2r2_5","psc2r2_6","psc2r2_7","psc2r2_8","psc2r2_9","psc2r2_10","psc2r2_11","psc2r2_12","psc2r2_13","psc2r2_14","psc2r2_15","psc2r2_16","psc2r2_17","psc2r2_18","psc2r2_19","psc2r2_99","psc2r2_77","psc2c1","psc2c2_1","psc2c2_2","psc2c2_3","psc2c2_4","psc2c2_5","psc2c2_6","psc2c2_7","psc2c2_8","psc2c2_9","psc2c2_10","psc2c2_11","psc2c2_12","psc2c2_13","psc2c2_14","psc2c2_15","psc2c2_16","psc2c2_17","psc2c2_18","psc2c2_19","psc2c2_77","psc2f1","psc2f2_1","psc2f2_2","psc2f2_3","psc2f2_4","psc2f2_5","psc2f2_6","psc2f2_7","psc2f2_8","psc2f2_9","psc2f2_10","psc2f2_11","psc2f2_12","psc2f2_13","psc2f2_14","psc2f2_15","psc2f2_16","psc2f2_17","psc2f2_18","psc2f2_19","psc2f2_77","psc2f3","psc2f4_1","psc2f4_2","psc2f4_3","psc2f4_77","psc7n","psc8n","psc9n","psc14","psc12n","psc11n","psc11an","psc15","psc16","psc13n_1","psc13n_2","psc13n_3","psc13n_4","psc13n_5","psc13n_7","psc13n_11","psc13n_12","psc13n_13","psc13n_77","conocim","idiomaq","formatq","sexi","srvyrid","fecha"
22829,21090022829,9,2021,2021,9,902,900002021,90120421,900019,1,2,58,0.914606809616089,0.456542491912842,"Core B",900188,13,2,2,NA,0,NA,2,2,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,0,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,3,1,95,NA,1,4,0,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,1,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,24,2,3,1,1,NA,5,NA,0,0,1,0,0,0,0,0,0,0,1,1,6,2,6,2021-06-12
279299,21090279299,9,2021,2021,9,901,900002021,90764221,900007,1,2,28,0.710206747055054,0.354512512683868,"Core B",900060,3,2,1,NA,0,NA,2,2,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,0,5,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,7,93,NA,3,4,2,0,0,1,0,0,1,2,2,1,0,0,0,0,1,1,1,0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,977777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,977777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,24,1,3,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,2,1,6,2,6,2021-07-12
64590,21090064590,9,2021,2021,9,901,900002021,90740421,900007,2,1,19,1.02058506011963,0.509443461894989,"Core A",900062,1,3,3,1,0,NA,2,3,NA,1,2,NA,1,NA,NA,NA,NA,2,2,NA,1,NA,2,4,3,6,5,6,7,4,NA,NA,4,2,3,3,4,2,2,NA,NA,2,5,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,2,2,2,10,1,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,2,6,2021-07-10
21940,21090021940,9,2021,2021,9,901,900002021,90033821,900010,1,2,36,0.373601347208023,0.186489850282669,"Core A",900087,1,1,3,2,0,NA,1,2,NA,2,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,4,5,5,1,1,1,5,NA,NA,1,2,4,3,4,4,2,NA,NA,3,7,4,4,0,NA,NA,NA,NA,NA,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,2,NA,3,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,2,6,2021-06-07
44929,21090044929,9,2021,2021,9,901,900002021,90603721,900014,3,1,21,0.577664971351624,0.288351893424988,"Core A",900156,3,3,2,NA,0,NA,2,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,3,NA,2,2,NA,2,4,5,5,6,7,5,NA,NA,5,2,2,2,2,2,2,NA,NA,3,5,3,2,0,NA,NA,NA,NA,NA,NA,3,1,2,3,1,NA,NA,NA,NA,NA,NA,2,2,2,3,4,NA,4,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,2,6,2021-07-02
7287,21090007287,9,2021,2021,9,901,900002021,90754421,900020,2,1,19,1.02058506011963,0.509443461894989,"Core B",900193,71,2,3,1,0,NA,1,1,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,7,NA,NA,NA,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA,0,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,1,5,1,0,0,1,0,0,1,2,1,1,0,1,1,1,1,1,1,1,11,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,3,1,0,0,0,0,0,0,0,0,0,3,1,6,2,6,2021-07-12
70766,21090070766,9,2021,2021,9,901,900002021,90348121,900010,1,1,28,0.510292530059814,0.254721730947495,"Core A",900087,1,2,3,1,1,1,2,2,NA,NA,1,2,NA,NA,NA,1,2,NA,NA,1,NA,1,NA,1,5,4,6,3,5,4,NA,NA,5,1,3,4,2,2,2,NA,NA,NA,6,2,2,0,NA,NA,NA,NA,NA,NA,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,4,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,2,6,2021-06-22
328048,21090328048,9,2021,2021,9,901,900002021,90753221,900014,3,1,49,1.74337422847748,0.870236694812775,"Core B",NA,71,3,3,2,0,NA,2,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,0,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,1,1,94,NA,2,5,0,NA,NA,NA,NA,NA,NA,NA,3,1,0,1,0,1,1,1,1,0,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,77,1,2,NA,NA,1,1,0,0,0,0,0,0,0,0,0,4,1,6,2,6,2021-07-12
166981,21090166981,9,2021,2021,9,901,900002021,90822421,900010,1,1,58,0.841853082180023,0.420226156711578,"Core A",900090,71,2,3,1,0,NA,1,2,NA,NA,2,NA,2,NA,NA,NA,NA,1,1,NA,2,NA,2,2,3,2,5,6,7,2,NA,NA,3,4,1,1,3,2,2,NA,NA,3,5,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,7,5,NA,4,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,2,6,2021-07-17
33710,21090033710,9,2021,2021,9,902,900002021,90530421,900019,1,2,69,1.67313849925995,0.835177302360535,"Core B",900189,3,1,2,NA,0,NA,2,3,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,7,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,NA,NA,0,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,5,6,2,0,0,1,0,0,1,3,1,1,0,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,977777,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,1,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,24,2,3,1,1,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,4,1,6,2,6,2021-06-30
230917,21090230917,9,2021,2021,9,901,900002021,90793721,900008,4,1,29,1.02058506011963,0.509443461894989,"Core A",900070,3,3,2,NA,1,NA,1,4,NA,2,NA,NA,1,NA,NA,2,2,NA,NA,NA,1,NA,NA,2,6,7,4,5,5,4,NA,NA,4,4,2,2,3,3,1,2018,2,3,4,3,2,1,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,1,1,3,1,NA,NA,2,2,2,NA,1,5,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,0,1,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,2,6,2021-07-14
14999,21090014999,9,2021,2021,9,901,900002021,90720521,900013,2,1,27,1.05675303936005,0.527497351169586,"Core A",900134,3,3,1,NA,0,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,3,6,5,4,7,5,3,NA,NA,7,4,1,3,3,4,2,NA,NA,2,5,3,2,0,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,2,2,2,NA,5,5,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,6,2,6,2021-07-08
139717,21090139717,9,2021,2021,9,902,900002021,90281921,900019,2,2,41,0.236563131213188,0.118084758520126,"Core B",900189,71,1,2,NA,0,NA,2,3,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,NA,NA,0,4,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,3,1,95,NA,2,5,1,1,0,0,0,0,NA,2,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,24,2,4,1,1,NA,7,NA,0,0,1,0,0,0,0,0,0,0,1,1,6,2,6,2021-06-19
205128,21090205128,9,2021,2021,9,902,900002021,90376121,900019,1,2,55,1.61587429046631,0.80659282207489,"Core B",900191,13,1,3,2,0,NA,2,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,7,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,1,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,2,3,95,NA,2,2,0,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,977777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,24,2,3,1,1,NA,NA,NA,1,0,0,0,1,0,1,0,0,1,2,1,6,2,6,2021-06-23
187793,21090187793,9,2021,2021,9,901,900002021,90829021,900013,1,2,37,1.98017156124115,0.988438367843628,"Core A",900131,71,1,2,NA,0,NA,2,3,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,2,2,NA,2,2,2,2,1,5,1,NA,NA,2,1,1,1,1,3,2,NA,NA,NA,3,3,4,0,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,3,3,NA,NA,2,2,2,8,5,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,2,6,2021-07-18
330454,21090330454,9,2021,2021,9,902,900002021,90615321,900011,1,2,42,0.473126262426376,0.236169517040253,"Core A",900104,71,3,2,NA,0,NA,1,3,NA,2,2,1,NA,NA,NA,NA,NA,3,2,1,NA,NA,2,2,5,6,3,1,7,3,NA,NA,3,1,4,3,4,4,2,NA,NA,2,5,3,2,0,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,NA,NA,NA,NA,NA,NA,1,2,2,3,1,NA,2,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,1,1,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,2,6,2021-07-03
253034,21090253034,9,2021,2021,9,902,900002021,90190221,900019,3,2,38,2.59654474258423,1.29611217975616,"Core B",900191,3,2,3,1,1,1,2,3,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,0,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,1,3,93,NA,2,10,3,0,0,1,0,0,2,2,2,1,1,0,1,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,977777,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,2,3,1,4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,3,1,6,2,6,2021-06-15
